,vibe:KNEE:theta,vibe:HIP:pos-X,vibe:HIP:pos-Y,vibe:HIP:pos-Z,vibe:KNEE:pos-X,vibe:KNEE:pos-Y,vibe:KNEE:pos-Z,vibe:ANKLE:pos-X,vibe:ANKLE:pos-Y,vibe:ANKLE:pos-Z
157,167.52881308976072,-8.229407,-143.01422,-28.546835,13.149893,232.40985,-25.324537,-1.4144834,609.1115,52.857376
158,168.0144540539006,-6.3149095,-142.64363,-28.964535,12.580639,233.70862,-24.815882,-2.4448466,611.5635,51.915207
159,167.41080193505488,-8.398103,-142.76588,-28.931581,11.948084,233.08911,-25.078423,-4.853137,609.8513,54.10146
160,167.56184473836055,-4.7533216,-142.09863,-30.198215,19.888744,234.24008,-29.364176,3.149269,612.9643,43.549553
161,167.2674857832478,-7.7409167,-142.52133,-28.86495,14.030611,232.18147,-23.23824,-3.7755723,607.31274,57.219227
162,167.63931530524778,-7.797489,-142.29616,-29.634552,11.630787,233.73984,-28.85121,-4.910078,611.4481,46.16998
163,167.48342733649963,-9.604206,-143.17888,-28.748251,7.4370737,231.73087,-23.515095,-11.174491,606.7875,56.925358
164,167.4533659664151,-8.208761,-142.817,-30.473585,12.090614,232.96678,-32.685703,-6.152097,610.92426,39.34317
165,167.33682500992813,-10.014861,-142.94472,-29.320364,8.178849,232.82913,-27.037165,-10.230567,609.37524,51.305145
166,167.9566057667252,-8.979617,-142.0845,-29.967464,9.970676,235.61996,-28.996408,-4.1316876,615.37506,45.687756
167,167.49047353040214,-10.026873,-142.76923,-28.97315,9.300265,233.92418,-25.225441,-6.5611024,611.44824,54.39772
168,168.32023308530563,-12.047668,-141.74985,-28.550808,2.122716,235.91646,-23.610611,-10.120662,614.6672,55.09462
169,167.8915217478978,-10.450855,-142.36145,-28.041107,8.612305,235.2544,-21.723356,-3.6839824,613.67755,59.523357
170,168.02914835212624,-14.417256,-141.85019,-28.048107,0.7579457,236.66194,-22.319094,-8.459629,615.75183,60.115257
171,168.5188848684472,-13.675035,-142.59854,-26.734716,0.36442,234.33665,-15.2032385,-5.414024,611.0604,70.65947
172,168.227208470131,-15.356148,-141.8085,-28.349863,-1.4263726,236.85025,-22.710497,-10.236615,616.2019,58.782658
173,168.50837235354092,-13.266927,-142.79091,-27.261526,-0.48434642,233.78445,-16.329906,-8.314813,610.1149,68.67519
174,168.26808544476623,-13.4065895,-142.05473,-28.416336,1.829939,236.20453,-23.553162,-6.7108703,615.5846,56.497948
175,168.55519500784865,-12.29856,-143.0797,-28.911293,-2.8698695,233.77245,-23.414225,-14.654621,611.3929,55.68478
176,168.20065781727985,-13.241529,-141.90569,-28.528828,1.4585489,236.03105,-22.684877,-9.499966,614.69006,58.093395
177,168.24489695253402,-12.784601,-142.97392,-28.619284,-1.9792551,234.07883,-21.466597,-13.977921,611.1835,60.993824
178,167.90010473436357,-13.640757,-142.49661,-29.910116,0.24927594,235.20352,-29.69549,-13.29799,614.323,46.84967
179,168.2765873227356,-14.317258,-142.0584,-28.068062,-1.8481491,236.1983,-22.46687,-11.032363,615.14685,58.878284
180,167.9618445218186,-12.702544,-142.41608,-29.516047,2.581194,235.424,-28.679287,-10.0245285,614.8206,47.94462
181,168.17791584866467,-12.982545,-142.73169,-29.541512,-0.1071319,234.74722,-30.079937,-12.282802,614.14777,44.558247
182,168.13767664294318,-11.648619,-142.29102,-30.026167,5.338952,234.94035,-28.481764,-5.2994194,613.80994,47.55482
183,168.30854833918303,-12.72396,-141.85411,-30.008379,1.4290531,237.25862,-31.553362,-7.829545,618.70764,42.059162
184,167.71185789064884,-12.6508045,-142.21759,-29.274391,5.922761,235.73564,-26.80148,-3.922781,614.8033,53.08798
185,168.1658699562897,-10.613462,-142.54173,-29.590437,5.4806695,235.14687,-28.351755,-4.933799,614.56793,47.703022
186,167.8359999939084,-9.640105,-142.07658,-31.256441,11.283132,235.93178,-34.77343,-0.29426998,616.7488,36.58818
187,168.3613474090145,-10.30927,-142.21767,-30.45288,4.1635466,236.17303,-31.959507,-5.648356,616.8925,40.86373
188,168.0456406976509,-8.327752,-141.50632,-31.736198,12.973193,237.05855,-37.476784,2.1022706,619.2317,30.414013
189,167.95182719562712,-9.50939,-141.02087,-30.328217,11.046871,236.68098,-29.7086,0.2451092,616.3841,45.377357
190,168.48323469607433,-10.062329,-141.38641,-31.787231,8.275181,237.88693,-38.54357,-0.394769,621.14655,27.42095
191,168.02475312539536,-11.506081,-141.9601,-30.554003,4.4194117,236.15123,-33.10179,-7.27484,616.59155,39.83657
192,166.54010991022918,-14.862472,-145.88203,-31.102095,-0.93502367,227.27312,-52.790062,-21.824188,604.87573,7.4740944
193,166.8417378941661,-14.917429,-144.49939,-29.990993,-3.587649,228.89027,-42.9758,-24.076914,604.79584,25.077078
194,167.52327892898572,-13.20952,-143.96674,-31.09117,-0.29566884,230.77203,-44.00544,-16.88655,608.9778,20.547464
195,168.02027679016805,-13.217676,-143.5348,-29.817114,-0.74819756,231.84706,-35.104183,-12.216289,609.57465,35.703915
196,168.04326720691432,-12.176719,-143.40752,-30.715239,3.5949852,232.45914,-37.91011,-6.7535934,611.4159,30.235285
197,168.66531814783676,-12.454579,-143.28207,-28.980341,-1.9084616,232.41414,-27.760971,-9.897774,609.86115,46.778084
198,168.46100243032595,-11.719218,-143.40034,-30.22746,0.06458722,233.24982,-32.592705,-10.5941925,612.3199,38.87117
199,168.67538328535244,-13.9460335,-143.4672,-29.58123,-7.2686048,232.80696,-31.158484,-18.308899,611.2328,40.818985
200,168.54401313440368,-12.6897745,-143.43231,-31.245993,-3.7033455,233.72101,-36.910873,-16.880217,613.9193,30.852657
201,169.0708094033875,-12.385949,-142.84927,-28.31372,-1.011055,234.25745,-24.075666,-3.5120249,613.1134,52.116127
202,168.47454840299736,-12.347298,-142.18196,-31.408287,0.12393575,237.50264,-39.197853,-10.351414,621.08673,27.279415
203,168.4230607294865,-11.771633,-142.6543,-28.831259,7.1585674,235.26935,-28.452593,4.0120783,615.6035,46.499203
204,168.32434998182785,-13.892958,-142.95763,-31.417295,-3.3394153,235.9264,-40.166664,-15.909107,618.49854,26.144363
205,168.060092524161,-13.602258,-143.1174,-28.389004,2.8955042,234.40843,-25.670729,-5.485745,613.28314,53.15832
206,167.97868862208549,-15.078609,-142.42033,-30.393305,-3.6098902,236.7592,-36.942593,-16.317192,618.90533,33.748947
207,168.5067604288968,-12.534091,-142.09389,-28.38496,3.3015823,236.0665,-24.671448,-1.0217484,615.78455,53.61915
208,168.07497465258882,-12.614021,-142.23436,-31.03696,2.040821,237.01375,-39.38748,-9.185134,620.0008,28.29484
209,167.88418185586096,-14.336906,-142.22408,-28.410992,4.055804,235.54126,-26.911263,-3.3055637,614.81244,51.700676
210,167.86688098669333,-14.595412,-142.88283,-30.368647,-1.3330625,235.25755,-36.667744,-13.791023,616.23315,34.313686
211,167.50135743684456,-14.443703,-142.19698,-28.511501,4.8219895,234.57562,-27.556322,-5.9024634,612.5009,51.41344
212,167.79674262788012,-13.394376,-142.80653,-29.831566,3.1347666,234.59482,-33.799194,-8.2954855,614.48895,39.069412
213,167.74650231766643,-13.45577,-142.89606,-27.824583,4.0336523,233.33176,-24.137243,-8.225709,610.43,55.802376
214,167.47811857196723,-13.833768,-142.81772,-28.91482,4.2084174,234.07564,-29.056795,-8.926382,612.3669,48.546055
215,167.66756923652318,-13.271313,-142.51704,-28.39662,7.4142237,234.34485,-26.111324,-3.1979606,612.4829,52.52086
216,168.10264033382194,-15.277654,-143.42682,-28.670256,-3.2688584,233.8846,-27.230145,-14.203019,612.5332,50.554863
217,167.6295233752989,-12.145887,-143.2718,-27.909658,9.231832,233.60931,-25.699177,0.35409814,611.96515,53.61426
218,167.89220562058844,-14.16651,-142.96964,-28.968767,-0.34811908,234.58421,-29.315104,-13.263841,613.82904,46.98086
219,167.8380584421695,-14.157494,-142.6113,-27.643744,1.5967712,235.01845,-24.499943,-8.904068,613.6467,55.87398
220,168.0455911787794,-12.817909,-142.30528,-30.32001,3.90636,236.36479,-34.709652,-6.684011,617.9852,36.509533
221,167.2836101523309,-12.586376,-142.67317,-27.970385,8.617327,233.55357,-22.508469,-5.115891,610.0973,60.3596
222,167.82738029517586,-15.34077,-142.42363,-29.894718,-0.18461049,235.98062,-37.168068,-11.279716,617.4754,32.997253
223,167.09033458183978,-12.782709,-142.30234,-29.21603,9.771642,234.28143,-30.69193,-4.432436,612.6034,45.891674
