,gast:KNEE:theta,gast:HIP:pos-X,gast:HIP:pos-Y,gast:HIP:pos-Z,gast:KNEE:pos-X,gast:KNEE:pos-Y,gast:KNEE:pos-Z,gast:ANKLE:pos-X,gast:ANKLE:pos-Y,gast:ANKLE:pos-Z
97,155.1939772459224,94.78087,92.77441,866.25696,-40.745705,131.86687,506.29913,-23.928932,103.64401,81.9639
98,156.6935486932933,96.31499,92.20184,866.63,-38.23819,117.44809,503.29495,-22.734388,97.69732,80.768166
99,158.1271797868696,95.58609,93.269485,867.84094,-32.42238,113.415565,502.94202,-19.801065,91.2264,81.233086
100,158.82967498828916,93.62465,95.00153,866.71826,-33.19816,87.810394,495.48477,-16.389866,74.64218,77.4079
101,158.6182720957408,92.42826,95.98498,865.1052,-32.267117,69.21795,489.74884,-11.245963,58.956623,72.9267
102,159.38021726369615,89.9331,97.977516,864.7368,-31.698845,55.35099,482.73322,-13.043662,42.064606,67.226585
103,160.75278305099795,88.94041,98.88746,864.8767,-26.743788,52.225082,477.44553,-11.001827,36.496758,61.587036
104,162.37676297900603,87.49255,100.357895,864.4222,-21.146055,44.76094,473.55884,-10.080015,22.58551,54.44479
105,163.73447310486304,87.500244,101.1553,862.5163,-17.093525,39.771973,470.14563,-11.30783,10.141552,52.19382
106,164.39396372772092,89.39074,99.97117,862.2001,-14.106754,34.259796,465.60556,-11.584221,2.4466515,47.56683
107,165.73888688567803,90.08089,99.067986,862.34735,-8.340876,26.40757,464.32275,-10.5020275,-12.890339,45.149506
108,165.96023282611063,90.720085,97.569626,862.5891,-7.1418734,18.584282,463.89383,-10.122914,-26.947617,44.330776
109,168.12066008039972,92.33694,95.16247,861.8102,-3.0669746,14.961839,462.259,-13.580076,-57.21229,40.60739
110,169.56462525019026,91.63128,94.81619,860.8208,1.8749042,10.313332,456.86667,-12.024932,-76.24257,32.561302
111,171.2447134746827,90.84747,94.19602,861.52734,10.525162,14.030516,451.31448,-5.750708,-73.60828,24.58042
112,171.43670155451528,92.27982,90.71918,862.8603,13.842751,14.981657,449.22577,-1.5710518,-67.94417,20.41167
113,172.27739453473265,92.18165,90.05673,863.1999,19.9411,15.462786,446.94174,3.9925427,-71.74861,15.312851
114,172.5557102292587,91.291794,91.519585,862.6697,25.713186,22.535563,443.23636,10.284483,-72.73686,11.687935
115,172.82755517331978,89.06489,94.612274,862.7495,32.837242,28.57709,442.16223,15.018955,-78.156235,9.083807
116,173.43218400921683,87.00988,95.84529,863.18207,34.454624,25.31734,441.7218,18.64972,-81.11072,8.172453
117,173.80343296513735,84.76512,97.94825,862.8964,35.186367,24.725199,440.78305,21.01399,-81.53576,8.058906
118,174.20417339723352,83.09278,99.240395,862.87305,33.880367,21.14579,439.05258,22.536888,-80.90496,7.0456862
119,175.29359796136066,80.99524,98.84193,863.83215,35.36287,14.238358,438.5919,24.250477,-80.55651,7.155001
120,175.0999104450852,81.34737,97.83156,864.4063,34.266113,14.414817,438.05972,23.308023,-79.13411,5.823791
121,175.72900331104194,81.00082,97.371445,865.489,36.89954,13.603419,437.8283,24.834848,-76.60622,4.4171214
122,175.65981520229698,81.07309,96.723114,866.79425,36.552704,11.397928,436.8497,25.181055,-77.199814,2.864778
123,175.57353155694634,81.39514,96.304504,866.94867,36.477356,11.162519,436.6091,25.442526,-72.16,2.8646588
124,175.26041690237273,81.04817,97.04772,865.97687,35.469902,9.154379,435.1594,25.926277,-72.796524,3.3206344
125,174.92695938312988,79.957054,98.16203,865.5052,33.838158,10.289401,434.0351,26.80327,-74.705,3.3509135
126,174.7177634954571,78.878075,98.27423,866.1635,32.13226,8.632183,433.77744,26.205376,-77.47894,3.9212108
127,174.6817547381528,78.07842,99.85178,865.68494,31.233131,9.990006,434.81763,25.421999,-80.71655,5.9167743
128,173.8782662252313,77.98767,100.86909,864.90985,27.719576,8.6560545,435.6443,23.926497,-91.25233,7.7417493
129,173.81163303412276,78.01378,100.63539,864.9725,28.202675,6.8704786,437.33047,25.49462,-93.45001,7.8668
130,173.77826798691407,79.442154,100.07499,864.50824,28.193192,4.720807,437.98965,24.313688,-96.63093,8.846224
131,173.97467861423425,80.48473,98.90378,864.416,29.932753,3.5997927,438.11505,25.24136,-97.15712,10.567844
132,174.15514074984245,80.113304,98.04648,864.95044,30.300266,2.4520159,437.80023,25.337652,-93.776405,9.531856
133,174.71379600932298,80.51955,97.166466,865.5432,32.455013,3.0213892,438.91925,24.830751,-91.298164,9.018124
134,174.54428821648298,80.501335,96.579704,866.38983,31.850546,4.7066507,438.15485,25.050014,-86.03549,8.000433
135,174.53915404866126,81.04338,95.397865,866.80347,32.014923,6.193161,439.79984,24.662315,-85.10155,7.417321
136,174.58633187280583,82.4723,94.23431,866.63336,31.682648,7.9227686,441.00842,21.841824,-83.259346,7.417023
